song,artist,album,producer,release_date,featured_artist,line_index,section,active_artist,text,primary_tone,secondary_tone,flow_vector,rhyme_word,rhyme_class,syllable_count,stress_density,source
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",82,Verse 2,NAV,"All of my chains out, ain't none of 'em tucked",confident,,12|0.83|91,tucked,uck,10,0.9,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",83,Verse 2,NAV,"Shit could get slimy, it's up, then it's stuck",confident,,10|0.9|92,stuck,uck,10,0.9,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",84,Chorus,Lil Duke,I need the spot with the pots and the pans (Pots and the pans),confident,,14|1.0|3,pans,uck,14,0.571428571428571,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",85,Chorus,Lil Duke,I got a stick that'll make that boy dance (Make that boy dance),confident,,17|0.76|4,dance,uck,14,0.857142857142857,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",86,Chorus,Lil Duke,"Shit done got crazy, we runnin' from fans (Runnin' from fans)",confident,,15|0.73|5,fans,uck,14,0.785714285714286,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",87,Chorus,Lil Duke,"I'm not a small fry, they do what they can (Do what they can)",confident,,14|1.0|56,can,uck,14,0.928571428571429,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",88,Chorus,Lil Duke,Brand new machine like I'm callin' on land (Callin' on land),confident,,16|0.69|57,land,uck,14,0.785714285714286,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",89,Chorus,Lil Duke,I stood on the block and stayed down like a man (Down like a man),confident,,17|0.88|58,man,uck,15,0.733333333333333,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",90,Chorus,Lil Duke,"Fucked on her once, I'm not callin' again (Brrt)",confident,,13|0.67|59,brrt,uck,11,0.818181818181818,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",91,Chorus,Lil Duke,"She tried to play me, I fucked on her friend (Woo)",confident,,12|0.92|10,woo,uck,11,1.0,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",92,Post-Chorus,Lil Duke,"Trappin' on the block in the late night (Trap, trap)",gritty,defiant,12|0.83|101,trap,uck,11,0.636363636363636,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",93,Post-Chorus,Lil Duke,I'm in the field like a great white (Great white),confident,,13|0.77|102,white,uck,10,0.7,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",94,Post-Chorus,Lil Duke,"Brewed up a potion, these niggas gon' bite (Gon' bite, rrr)",confident,,17|0.62|103,rrr,uck,13,0.769230769230769,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",95,Post-Chorus,Lil Duke,"I'm really poppin', they think that I write (Think that I write)",confident,,16|0.75|104,write,uck,14,0.857142857142857,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",96,Post-Chorus,Lil Duke,"Bitch, I'm the bomb, I ain't bangin' nice (Boom)",confident,,11|0.82|105,boom,uck,10,0.8,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",97,Post-Chorus,Lil Duke,"Whole gang is lit, they go boom when I light it (Boom)",confident,,13|0.92|106,boom,uck,12,1.0,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",98,Post-Chorus,Lil Duke,She threw the trial like I ain't got indicted,confident,,12|0.75|107,indicted,uck,12,0.75,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",99,Post-Chorus,Lil Duke,"My life a movie, they couldn't even type it (Couldn't even type it)",confident,,19|0.68|108,it,uck,18,0.666666666666667,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",100,Post-Chorus,Lil Duke,aria-label: Post this Song on Facebook | aria-label: Tweet this Song |,confident,,18|0.67|109,song,uck,19,0.68421052631579,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",101,Post-Chorus,Lil Duke,aria-label: Edit Lyrics Form |,confident,,9|0.56|111,form,uck,10,0.5,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",102,Post-Chorus,Lil Duke,Cancel,confident,,2|0.5|112,cancel,uck,2,0.5,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",103,Post-Chorus,Lil Duke,How to Format Lyrics:,confident,,6|0.67|113,lyrics,uck,6,0.833333333333333,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",104,Post-Chorus,Lil Duke,"* Type out all lyrics, even repeating song parts like the chorus",confident,,18|0.61|114,chorus,uck,16,0.625,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",105,Post-Chorus,Lil Duke,* Lyrics should be broken down into individual lines,confident,,15|0.53|115,lines,uck,15,0.6,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",106,Post-Chorus,Lil Duke,"* Use section headers above different song parts like [Verse], [Chorus], etc.",confident,,21|0.52|116,etc,uck,20,0.6,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",107,Post-Chorus,Lil Duke,* Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part,confident,,31|0.58|117,part,uck,31,0.548387096774194,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",108,Post-Chorus,Lil Duke,"* If you don't understand a lyric, use [?]",confident,,11|0.64|118,use,uck,10,0.7,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",109,Post-Chorus,Lil Duke,"To learn more, check out our transcription guide or visit our transcribers forum",confident,,21|0.62|119,forum,uck,21,0.666666666666667,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",110,Post-Chorus,Lil Duke,About,confident,,2|0.5|120,about,uck,2,0.5,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",111,Post-Chorus,Lil Duke,Song Bio2 contributors,confident,,6|0.5|121,contributors,uck,7,0.571428571428571,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",112,Post-Chorus,Lil Duke,"Lil Duke and NAV reunite on ""Pots N Pans,"" a song that details their drug usage, hence the title since some drugs are cooked using pots and pans. Continuing their respective lavish lifestyle talk, the two drop references to their cars, girls, and jewelry.",confident,,71|0.61|122,jewelry,uck,62,0.645161290322581,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",113,Post-Chorus,Lil Duke,"On August 5, 2020, Lil Duke confirmed that he had received NAV's vocals for a new collaboration. Then, on December 19, 2020, they were spotted filming the official music video for this song, which is where the snippet was played.",confident,,58|0.62|123,played,uck,54,0.62962962962963,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",114,Post-Chorus,Lil Duke,+37,confident,,0|0.0|124,,uck,0,0.0,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",115,Post-Chorus,Lil Duke,Share,confident,,2|0.5|125,share,uck,1,1.0,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",116,Post-Chorus,Lil Duke,Q&A,confident,,1|1.0|126,a,uck,2,0.5,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",117,Post-Chorus,Lil Duke,Find answers to frequently asked questions about the song and explore its deeper meaning,confident,,24|0.58|127,meaning,uck,22,0.545454545454545,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",118,Post-Chorus,Lil Duke,Ask a question,confident,,4|0.75|128,question,uck,4,0.5,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",119,Post-Chorus,Lil Duke,Have Lil Duke and NAV collaborated before?,confident,,15|0.47|129,before,uck,12,0.583333333333333,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",120,Post-Chorus,Lil Duke,Genius Answer 1 contributor,confident,,8|0.38|130,contributor,uck,8,0.375,definitions
Pots N Pans,Young Stoner Life,Slime Language 2 (Deluxe),"Chase Davis, CuBeatz",2021-04-16,"Lil Duke, NAV",121,Post-Chorus,Lil Duke,"Yes, Lil Duke was featured on NAV's May 2020 song, ""Free Santana,"" which is a part of the latter's commercial mixtape, Brown Boy 2.",confident,,32|0.69|131,boy,uck,29,0.689655172413793,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",1,Intro,Young Stoner Life,I make Barry Bonds hits,confident,,7|0.71|12,hits,its,6,0.833333333333333,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",2,Intro,Young Stoner Life,"I'm like Tony, I'm like Mitch",confident,,9|0.67|13,mitch,tch,7,0.857142857142857,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",3,Intro,Young Stoner Life,"Match my voice to the tempo, I get paid in full (Paid in full)",confident,,16|0.88|14,full,ull,15,0.8,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",4,Intro,Young Stoner Life,Paid cash records just like Chavo and Z-Bo (And Z-Bo),confident,,13|0.77|15,bo,zbo,14,0.714285714285714,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",5,Intro,Young Stoner Life,Keep that mula like my brothеr Mula name (Mula name),,,,,,,,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",6,Intro,Young Stoner Life,She alrеady know that I'm lit (I'm lit),,,,,,,,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",7,Intro,Young Stoner Life,I got the world in my reach (Okay),confident,,9|0.89|18,okay,kay,9,0.777777777777778,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",8,Intro,Young Stoner Life,"Tires screechin', we got it geeked up, diablo shorty (Diablo, skrrt)",confident,,17|0.62|19,skrrt,rrt,19,0.68421052631579,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",9,Intro,Young Stoner Life,"I got a party pack in my pocket, let's get the party started (Party started)",confident,,21|0.71|20,started,ted,21,0.571428571428571,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",10,Intro,Young Stoner Life,"Yacht club, I'm the captain, she at attention, sergeant (Yes, sir)",confident,,15|0.73|21,sir,sir,15,0.666666666666667,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",11,Intro,Young Stoner Life,"Claustrophobic, too many racks, put 'em in the floor (Floor)",luxurious,aspirational,14|0.71|22,floor,oor,14,0.571428571428571,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",12,Intro,Young Stoner Life,"Superstar, lookin' for me, need a telescope (I'm gone)",confident,,16|0.56|23,gone,one,14,0.714285714285714,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",13,Intro,Young Stoner Life,"I'm done with Alexander McQueen, I'm onto McCartney, bro",confident,,15|0.6|24,bro,bro,16,0.625,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",14,Intro,Young Stoner Life,"I had to make my name when I came 'round, that's what I did it for",confident,,19|0.84|25,for,for,16,1.0,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",15,Intro,Young Stoner Life,See rap shows near New York,,,,,,,,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",16,Chorus,Strick,"Jumped off the porch, then made a pit stop at the bank (Let's go)",confident,,16|0.88|26,go,go,14,0.785714285714286,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",17,Chorus,Strick,"Like I'm playing golf, I could hit holes today (Okay)",confident,,14|0.71|27,okay,kay,13,0.846153846153846,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",18,Chorus,Strick,"Glass house loft, Atlantic Station, had it trapped out (Trap, trap)",gritty,defiant,16|0.69|28,trap,rap,14,0.785714285714286,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",19,Chorus,Strick,"Water on my wrist like I dived in the Atlantic (Trap, wow)",gritty,defiant,17|0.71|29,wow,wow,15,0.666666666666667,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",20,Chorus,Strick,"YSL elite, all the slimes never panic (No way, slatt)",confident,,15|0.67|30,slatt,att,14,0.642857142857143,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",21,Chorus,Strick,"I thought 'bout my bands going to the top, I had to manage them (For real)",luxurious,aspirational,18|0.89|31,real,eal,18,0.833333333333333,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",22,Chorus,Strick,Wockhardt rockstar (Yeah),confident,,5|0.6|10,yeah,eah,5,0.8,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",23,Chorus,Strick,"Black excellence, stars in the car (Skrrt)",confident,,10|0.67|11,skrrt,rrt,9,0.555555555555556,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",24,Verse 2,Skepta,"Jumped off the jet, I left semen on the seat",confident,,12|0.83|34,seat,eat,11,0.727272727272727,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",25,Verse 2,Skepta,"I flew out to Greece, sippin' syrup by the sea (Ice)",confident,,15|0.73|35,ice,ice,13,0.769230769230769,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",26,Verse 2,Skepta,"Banned me from the States, talkin' visa policies",confident,,14|0.57|36,policies,ies,12,0.583333333333333,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",27,Verse 2,Skepta,They know we're them London niggas that these baddies wanna see (Brrt),confident,,18|0.65|37,brrt,rrt,16,0.75,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",28,Verse 2,Skepta,"I put that shit on, I'm a beast (Savage)",confident,,11|0.82|38,savage,age,10,0.8,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",29,Verse 2,Skepta,"I don't rock Amiri, this Givenchy unreleased",confident,,14|0.5|39,unreleased,sed,13,0.538461538461538,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",30,Verse 2,Skepta,"Every day, it's sauce spillin' when I'm steppin' in the streets (Ice)",confident,,18|0.67|40,ice,ice,16,0.625,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",31,Verse 2,Skepta,"Even on a Sunday, boy, I'm fresher than a priest (Greaze)",confident,,15|0.73|41,greaze,aze,14,0.714285714285714,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",32,Verse 2,Skepta,My brother checkin' for police 'cause he steppin' with it (Smoke),paranoid,anxious,18|0.61|42,smoke,oke,15,0.666666666666667,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",33,Verse 2,Skepta,"My strap could tell you I'm a freak, boy, I slept with it (Smoke)",luxurious,aspirational,15|0.93|43,smoke,oke,14,0.928571428571429,definitions
WokStar,Young Stoner Life,Slime Language 2 (Deluxe),"Sluzyyy, Osiris, Atake, Slime Castro, Louis-Émile Vromet",2021-04-16,"Strick, Skepta",34,Verse 2,Skepta,"They used to curve me, now they say that I look photogenic (Brrt)",confident,,18|0.71|44,brrt,rrt,16,0.875,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,1,Intro,Young Stoner Life & Young Thug,"Stickin' to the models, yeah",confident,,7|0.71|1,yeah,ars,7,0.571428571428571,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,2,Intro,Young Stoner Life & Young Thug,"Drinkin' out the bottle, yeah",confident,,7|0.71|2,yeah,ars,7,0.571428571428571,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,3,Intro,Young Stoner Life & Young Thug,What have you done to deserve this?,confident,,11|0.64|3,this,ars,8,0.875,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,4,Intro,Young Stoner Life & Young Thug,You gon' have to keep a gun if it's dirty,aggressive,dominant,12|0.83|4,dirty,ars,11,0.818181818181818,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,5,Intro,Young Stoner Life & Young Thug,Spend a mansion on a car and park it in the slum,confident,,13|0.92|5,slum,ars,13,0.538461538461538,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,6,Intro,Young Stoner Life & Young Thug,"Got diamonds on me, got a Glock, holdin' thirty drum",luxurious,aspirational,13|0.77|6,drum,ars,13,0.769230769230769,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,7,Intro,Young Stoner Life & Young Thug,"We buss a check up down the middlе, nine figures",confident,,13|0.77|7,figures,ars,11,0.727272727272727,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,8,Intro,Young Stoner Life & Young Thug,I packed thе hood out on the jet when I first came up,confident,,15|0.86|8,up,ars,14,0.928571428571429,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,9,Intro,Young Stoner Life & Young Thug,"Money brought pain before the fame, I was painless",luxurious,aspirational,14|0.64|9,painless,ars,12,0.666666666666667,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,10,Intro,Young Stoner Life & Young Thug,"Shit ain't the same, you get more money, it get more dangerous",luxurious,aspirational,18|0.67|10,dangerous,ars,15,0.733333333333333,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,11,Intro,Young Stoner Life & Young Thug,It could be a motive when you litty and you famous,confident,,15|0.73|11,famous,ars,14,0.642857142857143,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,12,Intro,Young Stoner Life & Young Thug,"Fuck on her few times, still feel like she a stranger",confident,,14|0.79|12,stranger,ars,12,0.833333333333333,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,13,Chorus,Future,Everybody wanna be a superstar,confident,,12|0.42|23,superstar,ars,11,0.545454545454545,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,14,Chorus,Future,"Get a lot of money, drive fancy cars",luxurious,aspirational,11|0.73|24,cars,ars,10,0.7,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,15,Chorus,Future,Everybody wanna be a superstar,confident,,12|0.42|23,superstar,ars,11,0.545454545454545,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,16,Chorus,Future,"Get a lot of money, drive fancy cars",luxurious,aspirational,11|0.73|24,cars,ars,10,0.7,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,17,Verse 2,Young Thug,Abu Dhabi trips with a US broad,confident,,9|0.78|27,broad,ars,9,0.666666666666667,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,18,Verse 2,Young Thug,"Back to back Lamb's, need an extra garage",confident,,11|0.73|28,garage,ars,10,0.8,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,19,Verse 2,Young Thug,"Lamborghini keys, touch screen when it start",confident,,10|0.7|29,start,ars,10,0.8,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,20,Verse 2,Young Thug,"Smokin' on exotic, you can smell when it tar",confident,,12|0.75|30,tar,ars,12,0.75,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,21,Verse 2,Young Thug,"Blicky, blicky, put it extendo on the FN with me",confident,,14|0.69|31,me,ars,14,0.642857142857143,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,22,Verse 2,Young Thug,"Let me spray it in her head, now it's sticky, sticky",confident,,13|0.85|32,sticky,ars,13,0.769230769230769,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,23,Verse 2,Young Thug,"We just came up from the dead, now I'm shittin-shittin yeah",confident,,15|0.8|33,yeah,ars,14,0.785714285714286,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,24,Verse 2,Young Thug,"Rose gold diamonds in my mouth when I smile, bitch",luxurious,aspirational,13|0.77|34,bitch,ars,11,0.818181818181818,definitions
Superstar,Young Stoner Life & Young Thug,Slime Language 2 (Deluxe),"Wheezy, Nils, Kevin MacLeod",2021-04-16,Future,25,Verse 2,Young Thug,I just walked into the spot and changed the climate,confident,,15|0.67|35,climate,ars,12,0.583333333333333,definitions
